"BehaviorSpace results (NetLogo 6.3.0)"
"Env_Aw_English.nlogo"
"experiment-Medium"
"11/13/2023 20:58:58:683 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-20","20"
"[run number]","1","2","3","4","6","9","10"
"sociability_range_type","Von Neumann","Von Neumann","Von Neumann","Von Neumann","Von Neumann","Von Neumann","Von Neumann"
"recyc_perc_g3","50","50","50","50","50","50","50"
"sociability_max","4","4","4","4","4","4","4"
"humanos_grupo1","75","75","75","75","75","75","75"
"humanos_grupo2","20","20","20","20","20","20","20"
"learning_rate","3","3","3","3","3","3","3"
"humanos_grupo3","5","5","5","5","5","5","5"
"show_eco_level?","true","true","true","true","true","true","true"
"desplazamiento_max","4","4","4","4","4","4","4"
"selected_campaign","Medium","Medium","Medium","Medium","Medium","Medium","Medium"
"desv_est_res","0.3","0.3","0.3","0.3","0.3","0.3","0.3"
"media_res","0.95","0.95","0.95","0.95","0.95","0.95","0.95"
"media_campaign_strength","0.05","0.05","0.05","0.05","0.05","0.05","0.05"
"recyc_perc_g1","20","20","20","20","20","20","20"
"change_sociability_behavior?","false","false","false","false","false","false","false"
"recyc_perc_g2","30","30","30","30","30","30","30"
"campaign_size","15","15","15","15","15","15","15"
"media_campaign_frequency","31","31","31","31","31","31","31"
"[reporter]","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop"
"[final]","4.7910999999999975","4.685999999999994","4.308299999999994","4.865199999999997","4.153599999999994","4.1943999999999955","4.156899999999995"
"[min]","0","0","0","0","0","0","0"
"[max]","4.7910999999999975","4.685999999999994","4.308299999999994","4.865199999999997","4.153599999999994","4.1943999999999955","4.156899999999995"
"[mean]","3.294187671232874","3.3258690410958898","3.107988493150685","3.334368767123287","3.0715630136986287","3.1092890410958898","3.05010684931507"
"[steps]","364","364","364","364","364","364","364"

"[all run data]","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop","eco_level_pop"
,"0","0","0","0","0","0","0"
,"2.2036000000000002","2.2539000000000002","2.2542","2.1766","2.2645","2.2651000000000003","2.1733000000000002"
,"2.2099","2.2581","2.2578000000000005","2.1814000000000004","2.2702000000000004","2.2702000000000004","2.1769000000000003"
,"2.2144000000000004","2.2626000000000004","2.2614000000000005","2.188300000000001","2.2732000000000006","2.2762000000000002","2.1805000000000003"
,"2.219500000000001","2.2665000000000006","2.2659000000000002","2.1952000000000007","2.2759000000000005","2.2819000000000007","2.1856000000000004"
,"2.2231000000000005","2.2695000000000007","2.2716000000000007","2.200000000000001","2.280100000000001","2.2873000000000006","2.1886000000000005"
,"2.227300000000001","2.2722000000000007","2.2758000000000007","2.205100000000001","2.2855000000000008","2.291200000000001","2.1937000000000006"
,"2.2312000000000007","2.2785000000000006","2.2800000000000007","2.2111000000000014","2.2897000000000007","2.296000000000001","2.199700000000001"
,"2.236300000000001","2.283900000000001","2.283600000000001","2.2147000000000014","2.293300000000001","2.3008000000000015","2.203900000000001"
,"2.239900000000001","2.2896000000000014","2.2902000000000013","2.219200000000001","2.2975000000000008","2.3047000000000013","2.207800000000001"
,"2.2444000000000015","2.2950000000000013","2.293500000000001","2.224600000000002","2.301700000000001","2.3107000000000015","2.213200000000001"
,"2.2480000000000016","2.3013000000000012","2.2980000000000014","2.2285000000000017","2.305900000000001","2.3146000000000013","2.2192000000000016"
,"2.253400000000001","2.307600000000002","2.3031000000000015","2.2342000000000017","2.311900000000001","2.3194000000000012","2.224000000000001"
,"2.260600000000002","2.3148000000000017","2.3064000000000013","2.239900000000002","2.3161000000000014","2.323900000000001","2.2285000000000013"
,"2.2651000000000012","2.3226000000000013","2.311500000000001","2.244700000000002","2.3233000000000015","2.3308000000000018","2.2351000000000014"
,"2.2693000000000016","2.328600000000002","2.3142000000000014","2.2504000000000017","2.326000000000001","2.334100000000001","2.2381000000000015"
,"2.273500000000001","2.334900000000002","2.318700000000002","2.256400000000002","2.331700000000002","2.338900000000001","2.2423000000000015"
,"2.278900000000002","2.340600000000001","2.3223000000000016","2.2606000000000024","2.3350000000000013","2.3431000000000015","2.2471000000000014"
,"2.284600000000002","2.3454000000000015","2.326200000000002","2.266000000000002","2.3416000000000015","2.348500000000001","2.2510000000000017"
,"2.290000000000002","2.3508000000000013","2.329200000000002","2.273800000000002","2.3452000000000015","2.3530000000000015","2.254900000000002"
,"2.293900000000001","2.3565000000000014","2.3331000000000017","2.279800000000002","2.348800000000002","2.3566000000000016","2.2585000000000015"
,"2.3011000000000017","2.361900000000002","2.3358000000000017","2.285500000000003","2.352700000000002","2.3596000000000013","2.261200000000002"
,"2.307400000000002","2.367600000000002","2.3382000000000023","2.290000000000002","2.356600000000002","2.3638000000000012","2.264200000000002"
,"2.3140000000000023","2.3736000000000015","2.3415000000000017","2.293000000000002","2.3584000000000014","2.3680000000000008","2.269000000000002"
,"2.318800000000002","2.379000000000002","2.344200000000002","2.298700000000002","2.360500000000001","2.370700000000002","2.2753000000000014"
,"2.324200000000002","2.384400000000002","2.3469000000000024","2.3044000000000016","2.364100000000002","2.3752000000000013","2.279800000000002"
,"2.330500000000001","2.388600000000002","2.349300000000002","2.3083000000000022","2.3674000000000017","2.3794000000000013","2.2837000000000014"
,"2.3362000000000016","2.392200000000002","2.3532000000000015","2.314900000000002","2.3707000000000016","2.384500000000001","2.286100000000002"
,"2.341600000000001","2.396400000000001","2.3577000000000026","2.321200000000002","2.3737000000000026","2.388100000000002","2.2897000000000025"
,"2.346400000000001","2.401500000000002","2.3622000000000023","2.3254000000000024","2.377000000000002","2.3908000000000014","2.292700000000002"
,"2.349400000000002","2.405400000000002","2.363700000000002","2.3317000000000028","2.3794000000000017","2.392300000000001","2.297200000000002"
,"2.352700000000002","2.4099000000000013","2.366100000000002","2.3380000000000023","2.3827000000000016","2.393800000000002","2.299000000000002"
,"2.3548000000000022","2.412900000000001","2.3694000000000024","2.3458000000000023","2.3872000000000013","2.3986000000000023","2.3023000000000025"
,"2.3590000000000013","2.4183000000000017","2.373900000000003","2.3509000000000024","2.3905000000000016","2.4025000000000016","2.3077000000000023"
,"2.362300000000001","2.4207000000000023","2.377500000000002","2.3575000000000026","2.392900000000002","2.4064000000000014","2.3113000000000024"
,"2.3665000000000016","2.422500000000002","2.381400000000001","2.3632000000000017","2.396200000000002","2.4127000000000005","2.3161000000000023"
,"2.3710000000000018","2.427300000000002","2.3844000000000016","2.368600000000002","2.3989000000000016","2.4175000000000013","2.3200000000000025"
,"2.375200000000002","2.4327000000000023","2.3883000000000014","2.3752000000000018","2.4016000000000024","2.421100000000002","2.324200000000002"
,"2.3815000000000013","2.436900000000001","2.391600000000002","2.380900000000002","2.404300000000002","2.4250000000000016","2.3290000000000024"
,"2.386600000000001","2.442900000000002","2.3949000000000025","2.388100000000001","2.408500000000002","2.4313000000000016","2.332300000000002"
,"2.3917000000000015","2.4474000000000022","2.396400000000002","2.395600000000002","2.4121000000000024","2.4343000000000012","2.336800000000002"
,"2.3965000000000014","2.4513000000000016","2.400600000000001","2.4004000000000016","2.4178000000000024","2.439400000000001","2.3413000000000026"
,"2.400400000000002","2.454000000000001","2.4045000000000014","2.4061000000000012","2.4223000000000026","2.444200000000001","2.347000000000003"
,"2.405200000000002","2.4585000000000017","2.4105000000000008","2.4115","2.4274000000000022","2.450500000000002","2.3533000000000017"
,"2.409100000000001","2.464800000000002","2.4135000000000013","2.4172000000000007","2.431000000000003","2.4559000000000015","2.3572000000000006"
,"2.4154000000000013","2.4720000000000018","2.417700000000001","2.4256000000000006","2.434300000000003","2.4598000000000018","2.360800000000002"
,"2.421400000000001","2.4768000000000017","2.421600000000001","2.430100000000001","2.4379000000000017","2.465500000000001","2.364100000000002"
,"2.427100000000001","2.481300000000001","2.425500000000002","2.4349000000000003","2.4403000000000015","2.470600000000001","2.3686000000000016"
,"2.4322000000000004","2.4852000000000003","2.429400000000001","2.4400000000000004","2.444500000000003","2.475100000000001","2.372200000000002"
,"2.437600000000001","2.491200000000001","2.434200000000001","2.445400000000001","2.4484000000000017","2.4796000000000014","2.377300000000002"
,"2.4415000000000013","2.496000000000001","2.439000000000002","2.4514000000000005","2.4514000000000022","2.481400000000001","2.3809000000000013"
,"2.445100000000001","2.502600000000002","2.442000000000002","2.457999999999999","2.4550000000000014","2.486200000000001","2.3863000000000016"
,"2.4490000000000025","2.5083000000000015","2.4465000000000017","2.461899999999999","2.459500000000001","2.4910000000000014","2.390200000000002"
,"2.4547000000000003","2.5134000000000007","2.449500000000002","2.4667","2.463700000000001","2.4961000000000015","2.395000000000002"
,"2.459800000000001","2.517300000000002","2.453100000000002","2.4718","2.469700000000002","2.500300000000001","2.402500000000001"
,"2.4655000000000005","2.523","2.4564000000000017","2.4769","2.475700000000002","2.504200000000001","2.406700000000002"
,"2.4709000000000017","2.5266","2.460300000000002","2.482899999999999","2.4805000000000015","2.5081","2.413000000000002"
,"2.474500000000001","2.532300000000001","2.4636000000000027","2.491299999999999","2.484400000000001","2.512600000000001","2.4172000000000016"
,"2.4787","2.5374000000000008","2.4666000000000015","2.4973","2.4886000000000017","2.5189000000000004","2.422600000000002"
,"2.4844000000000013","2.5422","2.4708000000000014","2.5023999999999997","2.4910000000000014","2.5225","2.428300000000001"
,"2.4883000000000006","2.5464000000000007","2.4750000000000005","2.509899999999999","2.4949000000000017","2.5270000000000006","2.433700000000001"
,"2.494300000000001","2.5509000000000004","2.478300000000002","2.515599999999999","2.4985000000000013","2.5333000000000006","2.437900000000001"
,"2.499100000000001","2.5548000000000015","2.481300000000001","2.5224999999999986","2.502400000000002","2.5375000000000005","2.4412000000000007"
,"2.5051000000000014","2.5584000000000002","2.4855000000000023","2.5275999999999983","2.506600000000001","2.542000000000001","2.4448000000000008"
,"2.511100000000001","2.562900000000001","2.4885000000000015","2.5302999999999995","2.5120000000000005","2.5477000000000003","2.449000000000002"
,"2.5189000000000012","2.568599999999999","2.4924000000000026","2.5347999999999997","2.515300000000001","2.5540000000000003","2.4544000000000006"
,"2.5252000000000008","2.5725","2.497500000000002","2.541099999999998","2.5192","2.5597000000000003","2.4589000000000003"
,"2.5303000000000004","2.5761000000000007","2.501400000000002","2.5452999999999992","2.521900000000001","2.5633","2.463400000000001"
,"2.533000000000001","2.5790999999999995","2.507700000000002","2.5512999999999995","2.5273000000000003","2.5671999999999993","2.4688000000000003"
,"2.5363000000000016","2.5839000000000003","2.5137","2.5576","2.5315000000000007","2.5699","2.4721000000000006"
,"2.540200000000001","2.589299999999999","2.517900000000001","2.5618","2.535700000000001","2.5744","2.4778000000000002"
,"2.5438","2.592600000000001","2.520900000000001","2.5683999999999996","2.5387000000000004","2.5777000000000005","2.4823000000000004"
,"2.5462000000000002","2.5976999999999992","2.524800000000001","2.5737999999999994","2.542300000000001","2.5819000000000005","2.4856"
,"2.5507000000000004","2.6015999999999995","2.528700000000001","2.577399999999999","2.5450000000000004","2.5864000000000003","2.489500000000001"
,"2.554000000000001","2.6088","2.5329000000000006","2.5822","2.5498000000000003","2.5896999999999997","2.4921999999999995"
,"2.5567","2.6151","2.5365","2.5861","2.5552000000000006","2.596","2.4951999999999996"
,"2.560900000000001","2.619899999999999","2.5403999999999995","2.592999999999998","2.5588000000000006","2.6016999999999983","2.5"
,"2.5678000000000014","2.625899999999998","2.5443000000000016","2.5953999999999993","2.563000000000001","2.605","2.5042"
,"2.573500000000001","2.6319000000000004","2.549400000000001","2.5992999999999995","2.5663","2.6086","2.5069"
,"2.5792000000000006","2.6372999999999998","2.5536","2.6046999999999993","2.5699","2.614","2.512"
,"2.583700000000001","2.6445","2.5569000000000015","2.6112999999999995","2.5738","2.6175999999999986","2.5162000000000004"
,"2.5879000000000008","2.6496","2.5625999999999998","2.616399999999999","2.5776999999999997","2.6211999999999995","2.5185999999999997"
,"2.590900000000001","2.6544000000000008","2.5674000000000006","2.6229999999999993","2.5816000000000003","2.6250999999999993","2.5237000000000007"
,"2.5963000000000007","2.6622","2.5718999999999994","2.6290000000000004","2.5837","2.6305","2.5288"
,"2.6017000000000006","2.6651999999999987","2.5772999999999997","2.632899999999999","2.5878999999999994","2.6325999999999987","2.5363000000000007"
,"2.605","2.669699999999998","2.5830000000000006","2.638299999999999","2.5908999999999995","2.6352999999999986","2.5429000000000004"
,"2.6089","2.6739000000000006","2.5893000000000006","2.6448999999999994","2.5953999999999984","2.6391999999999998","2.5462"
,"2.611900000000001","2.678399999999999","2.5925999999999982","2.649099999999999","2.5968999999999993","2.6439999999999997","2.549499999999999"
,"2.6160999999999994","2.6819999999999995","2.5968000000000004","2.653599999999999","2.601099999999999","2.648199999999999","2.553699999999999"
,"2.6203","2.6870999999999996","2.6010000000000004","2.6598999999999995","2.6041","2.653599999999999","2.5582"
,"2.6263","2.6903999999999995","2.6030999999999995","2.6643999999999988","2.6082999999999994","2.6593000000000004","2.5624000000000007"
,"2.6305000000000005","2.6948999999999983","2.6069999999999998","2.6700999999999993","2.6115999999999997","2.6652999999999993","2.566"
,"2.637100000000001","2.6976","2.6094000000000013","2.6748999999999996","2.6152","2.669800000000001","2.5702"
,"2.643400000000001","2.7020999999999997","2.613300000000001","2.679099999999999","2.6175999999999986","2.6727999999999996","2.5777000000000005"
,"2.6485","2.704199999999998","2.6169","2.6853999999999987","2.6206","2.6769999999999987","2.5825000000000005"
,"2.6545","2.7086999999999994","2.6211","2.6904999999999997","2.6250999999999993","2.6811999999999987","2.5860999999999996"
,"2.660799999999999","2.714399999999999","2.6238000000000006","2.6961999999999984","2.6290000000000004","2.685399999999999","2.5918"
,"2.6670999999999996","2.7200999999999995","2.627100000000001","2.7003999999999992","2.6329","2.691999999999999","2.5953999999999997"
,"2.671300000000001","2.7251999999999996","2.632500000000001","2.7069999999999994","2.6361999999999997","2.6958999999999986","2.5996000000000006"
,"2.6746","2.7302999999999997","2.6364","2.7129999999999996","2.638599999999999","2.7000999999999995","2.6020000000000003"
,"2.6784999999999997","2.737499999999999","2.6418","2.719899999999999","2.6418999999999992","2.7028","2.6082999999999994"
,"2.681799999999999","2.7432","2.646300000000001","2.7237999999999993","2.6445999999999996","2.706699999999999","2.6146"
,"2.6874999999999996","2.750099999999999","2.6496","2.7295","2.6499999999999995","2.711499999999999","2.620299999999999"
,"2.6938000000000004","2.7560999999999996","2.6552999999999995","2.7343","2.6532999999999993","2.7162999999999986","2.6254000000000004"
,"2.6982999999999997","2.7611999999999988","2.6598","2.7426999999999992","2.6586999999999996","2.7223","2.628399999999999"
,"2.7046000000000014","2.7668999999999984","2.6643000000000012","2.7483999999999993","2.6637999999999993","2.727999999999999","2.6326"
,"2.7112000000000007","2.7716999999999983","2.67","2.7561999999999993","2.6653","2.7330999999999994","2.636799999999999"
,"2.718399999999999","2.7794999999999983","2.674199999999999","2.761599999999999","2.668599999999999","2.7384999999999993","2.641899999999999"
,"2.7228999999999997","2.7848999999999986","2.6784000000000003","2.767299999999999","2.6727999999999996","2.7423999999999995","2.6461"
,"2.7292000000000014","2.7890999999999995","2.6823","2.7735999999999983","2.6763999999999983","2.7460000000000004","2.6505999999999994"
,"2.7349000000000006","2.7938999999999994","2.6856","2.7805","2.6799999999999993","2.7513999999999994","2.6554"
,"2.740299999999999","2.7996","2.6912999999999987","2.7876999999999996","2.684799999999999","2.754999999999999","2.6602000000000006"
,"2.7469","2.806799999999999","2.6961","2.7919","2.6872","2.7592000000000003","2.6658999999999997"
,"2.7510999999999997","2.8145999999999987","2.7011999999999996","2.797599999999999","2.6932","2.7627999999999973","2.6706999999999983"
,"2.7568","2.820599999999999","2.7050999999999994","2.8024","2.6956","2.7658","2.6751999999999994"
,"2.760699999999998","2.8274999999999983","2.7104999999999997","2.8065999999999995","2.698899999999999","2.7684999999999986","2.679399999999999"
,"2.7663999999999986","2.8332000000000006","2.7132","2.811699999999999","2.7019000000000006","2.7718000000000003","2.6848"
,"2.7729999999999997","2.8403999999999985","2.717999999999999","2.8185999999999996","2.7057999999999987","2.775399999999997","2.6902"
,"2.776899999999999","2.845199999999998","2.722199999999998","2.822799999999999","2.71","2.779899999999999","2.692299999999999"
,"2.782","2.850899999999998","2.7266999999999992","2.8285","2.715099999999999","2.7820000000000005","2.693499999999999"
,"2.7870999999999992","2.856","2.731199999999999","2.8341999999999996","2.718699999999999","2.7838","2.6965"
,"2.7925000000000004","2.8604999999999983","2.7386999999999984","2.8404999999999996","2.720499999999999","2.7870999999999992","2.6988999999999983"
,"2.7981999999999996","2.865599999999999","2.743199999999998","2.8485999999999994","2.7258999999999984","2.7906999999999997","2.7030999999999983"
